0.0
"tensor(0.5104, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5003, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6025, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4747, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4963, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4704, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5204, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5586, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5011, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4270, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4564, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4540, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4762, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5169, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5814, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5387, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4609, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5444, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4658, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.3834, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5655, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4099, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4415, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5336, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5583, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5696, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5660, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7640, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5732, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5262, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5445, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5666, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5312, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4819, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7101, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5577, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5107, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5340, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5203, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7505, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6962, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5959, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6677, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4882, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5524, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5535, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7055, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7495, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7595, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6705, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7205, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.8813, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6815, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7272, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7493, device='cuda:0', grad_fn=<AddBackward0>)"
